beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Ochakovskiy Kvass (Очаковский Квас),""Ochakovo (Очаково)"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2015-10-07 18:36:13"",https://untappd.com/c/232644374,https://untappd.com/beer/20871,https://untappd.com/brewery/5585,Russia,Moscow,Москва,,,Bottle,232644374,20871,5585,,2.96,3.09,,0,0"
"BeerMix Lemon,""Obolon (Оболонь)"",""Shandy / Radler"",2.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2015-10-08 22:22:55"",https://untappd.com/c/232912346,https://untappd.com/beer/20120,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,,Can,232912346,20120,3260,https://untappd.s3.amazonaws.com/photo/2015_10_08/8bea260fafe1e53c8b622c25ac395219_raw.jpg,2.73,3.16,,1,0"
"Bėganti Kopa (Running Dune),""Brick by Brick (Raudonų Plytų Alaus Dirbtuvės)"",Witbier,4.5,12,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2015-10-09 22:15:50"",https://untappd.com/c/233222495,https://untappd.com/beer/605104,https://untappd.com/brewery/113218,Lithuania,Klaipėda,""Klaipėdos apskritis"",,,Bottle,233222495,605104,113218,https://untappd.s3.amazonaws.com/photo/2015_10_09/7c8e31d760649ad82961e02858983a57_raw.jpg,3.32,3.33,,0,0"
"Bocmano Ūsai (Bosun’s Moustache),""Brick by Brick (Raudonų Plytų Alaus Dirbtuvės)"",""IPA - American"",6,45,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2015-10-09 22:31:18"",https://untappd.com/c/233228810,https://untappd.com/beer/707948,https://untappd.com/brewery/113218,Lithuania,Klaipėda,""Klaipėdos apskritis"",,,Bottle,233228810,707948,113218,https://untappd.s3.amazonaws.com/photo/2015_10_09/a1ac77a6dbba4028b895510a11d71ac3_raw.jpg,3.46,3.46,,0,0"
"Rechitskoe Rzhanoe (Речицкое Ржаное),""Бобруйский бровар"",""Rye Beer"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2015-10-12 22:46:21"",https://untappd.com/c/234637525,https://untappd.com/beer/1240757,https://untappd.com/brewery/28932,Belarus,Babruysk,""Могилёвская область"",,,Bottle,234637525,1240757,28932,https://untappd.s3.amazonaws.com/photo/2015_10_12/ded5d92a98319c2596effc8df30764f7_raw.jpg,2.85,3.29,,0,0"
"Baltika #0 Non-Alcoholic,""Baltika Breweries (Балтика)"",""Non-Alcoholic Beer"",0.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2015-10-14 22:12:40"",https://untappd.com/c/235040805,https://untappd.com/beer/20092,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Can,235040805,20092,999,https://untappd.s3.amazonaws.com/photo/2015_10_14/7d1ccfd171cfc30766e15cb254845d18_raw.jpg,2.34,2.44,,1,0"
"BeerMix Raspberry,""Obolon (Оболонь)"",""Shandy / Radler"",2.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.25,""2015-10-15 22:16:30"",https://untappd.com/c/235260959,https://untappd.com/beer/454878,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,,Can,235260959,454878,3260,https://untappd.s3.amazonaws.com/photo/2015_10_15/fb267a4c93de6ccd8424f9a30b216a5e_raw.jpg,2.6,3.1,,0,0"
"O'Hara's Leann Folláin,""O'Hara's Brewery "",""Stout - Foreign / Export"",6,45,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2015-10-16 21:55:51"",https://untappd.com/c/235575062,https://untappd.com/beer/65758,https://untappd.com/brewery/342,Ireland,Bagenalstown,Leinster,,,Bottle,235575062,65758,342,https://untappd.s3.amazonaws.com/photo/2015_10_16/e451c6f64a0b28c62b4efc1310041416_raw.jpg,3.7,3.7,,1,0"
"Квасовар Белорусский Оригинальный,""Квасовар (Маркетинг-Центр)"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2015-10-18 16:21:29"",https://untappd.com/c/236597078,https://untappd.com/beer/771854,https://untappd.com/brewery/137526,Belarus,,,,,Bottle,236597078,771854,137526,,2.68,3.44,,0,0"
"Praha Pilsner,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Pilsner - Czech"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2015-10-19 22:54:40"",https://untappd.com/c/236976207,https://untappd.com/beer/1064658,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,,Bottle,236976207,1064658,5861,https://untappd.s3.amazonaws.com/photo/2015_10_19/35751110976f701bc9918016ed723967_raw.jpg,3.06,3.3,,0,0"
"BeerMix Cherry,""Obolon (Оболонь)"",""Shandy / Radler"",2.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2015-10-22 21:35:05"",https://untappd.com/c/237599704,https://untappd.com/beer/20119,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,,Can,237599704,20119,3260,https://untappd.s3.amazonaws.com/photo/2015_10_22/5d53ce6027c55768716880ef602a643c_raw.jpg,2.71,3.1,,1,0"
"Hoegaarden Wit / Blanche,""Brouwerij Hoegaarden"",Witbier,4.9,15,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2015-10-23 22:30:56"",https://untappd.com/c/237939043,https://untappd.com/beer/6422,https://untappd.com/brewery/302,Belgium,Hoegaarden,Vlaanderen,,,Bottle,237939043,6422,302,https://untappd.s3.amazonaws.com/photo/2015_10_23/5edd5e0f30097214774ae2cd10b99c0a_raw.jpg,3.57,3.57,,1,0"
"Квасовар белорусский темный,""Квасовар (Маркетинг-Центр)"",Kvass,0,0,,Горки,,""Магілёўская вобл."",Беларусь,54.2897,30.987,3.5,""2015-10-25 16:37:32"",https://untappd.com/c/238953720,https://untappd.com/beer/717034,https://untappd.com/brewery/137526,Belarus,,,,,Bottle,238953720,717034,137526,,2.51,3.36,,0,0"
"Hamovniki Venskoe (Хамовники Венское),""Moscow Brewing Company (Московская Пивоваренная Компания)"",""Lager - Vienna"",4.5,21,,Горки,,""Магілёўская вобл."",Беларусь,54.2897,30.987,4.25,""2015-10-25 18:32:04"",https://untappd.com/c/238972692,https://untappd.com/beer/229044,https://untappd.com/brewery/7165,Russia,Mytishchi,""Московская область"",,,Bottle,238972692,229044,7165,https://untappd.s3.amazonaws.com/photo/2015_10_25/adeb668ed91d23e4605352fff6831572_raw.jpg,3.08,3.1,,0,0"
"Hamovniki Pilzenskoe (Хамовники Пильзенское),""Moscow Brewing Company (Московская Пивоваренная Компания)"",""Pilsner - Other"",4.8,35,,Горки,,""Магілёўская вобл."",Беларусь,54.2897,30.987,2.75,""2015-10-25 21:22:57"",https://untappd.com/c/239031471,https://untappd.com/beer/233021,https://untappd.com/brewery/7165,Russia,Mytishchi,""Московская область"",,,Bottle,239031471,233021,7165,https://untappd.s3.amazonaws.com/photo/2015_10_25/b8898513f00d595eb3d38c828c1c8f58_raw.jpg,3.14,3.17,,1,0"
"Kult Weissbier Dunkel,""Krinitsa (Криница)"",Dunkelweizen,5,0,,Горки,,""Магілёўская вобл."",Беларусь,54.2897,30.987,4.5,""2015-10-26 18:05:01"",https://untappd.com/c/239294599,https://untappd.com/beer/1204657,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,,Bottle,239294599,1204657,5860,,3.49,3.54,,0,0"
"Budweiser Budvar B:DARK / Czechvar B:DARK,""Budějovický Budvar"",""Lager - Euro Dark"",4.7,24,,Горки,,""Магілёўская вобл."",Беларусь,54.2897,30.987,4,""2015-10-26 20:17:18"",https://untappd.com/c/239304206,https://untappd.com/beer/39819,https://untappd.com/brewery/245,""Czech Republic"",""České Budějovice"",Jihozápad,,,Bottle,239304206,39819,245,https://untappd.s3.amazonaws.com/photo/2015_10_26/f535a42f81abb90fbd025697942a97e5_raw.jpg,3.3,3.3,,0,0"
"The Taste of Manchester,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Red Ale - Other"",4.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.75,""2015-10-29 22:36:37"",https://untappd.com/c/239941636,https://untappd.com/beer/1064660,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,,Bottle,239941636,1064660,5861,https://untappd.s3.amazonaws.com/photo/2015_10_29/0cfc3a7f13906dc0aca1cdcbd69e5a4a_raw.jpg,2.75,3,,0,0"
"Cēsu Premium,""Cēsu Alus"",""Lager - Pale"",5.2,25,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2015-10-30 22:08:55"",https://untappd.com/c/240231565,https://untappd.com/beer/745853,https://untappd.com/brewery/5888,Latvia,,Cēsis,,,Can,240231565,745853,5888,https://untappd.s3.amazonaws.com/photo/2015_10_30/557bcc8ec6ceec9d9c4853647a70064a_raw.jpg,2.79,2.83,,0,0"
"Kalnapilis Pilsner,""Kalnapilis Brewery"",""Pilsner - Other"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2015-11-02 21:54:01"",https://untappd.com/c/241521002,https://untappd.com/beer/383546,https://untappd.com/brewery/13967,Lithuania,Panevezys,""Panevėžio apskritis"",,,Bottle,241521002,383546,13967,https://untappd.s3.amazonaws.com/photo/2015_11_02/bc24f1c81451bfe217599693e88e8ea2_raw.jpg,2.91,3.03,,1,0"
"Lidski Winter (Zimnii) with honey kvass (Квас Лидский Зимний с мёдом),""Lidskoe Pivo (Лидское Пиво)"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2015-11-03 20:41:10"",https://untappd.com/c/241684995,https://untappd.com/beer/1295835,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,,Bottle,241684995,1295835,33625,,3.46,3.6,,0,0"
"Koronet Stout,""Lidskoe Pivo (Лидское Пиво)"",""Stout - Other"",4.2,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2015-11-05 21:58:31"",https://untappd.com/c/242109215,https://untappd.com/beer/979903,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,,Bottle,242109215,979903,33625,https://untappd.s3.amazonaws.com/photo/2015_11_05/4b0dd25b563cc0e6c00b4eb4bce0a581_raw.jpg,2.86,2.99,,0,0"
"Zbiten Pryanishny (Збитень Прянишный),""Dvinsky Brovar (Двинский Бровар)"",""Mead - Other"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2015-11-06 22:16:37"",https://untappd.com/c/242437469,https://untappd.com/beer/543157,https://untappd.com/brewery/55466,Belarus,Vitebsk,""Витебская область"",,,Bottle,242437469,543157,55466,https://untappd.s3.amazonaws.com/photo/2015_11_06/f067e35fa93568b2e54d1d219fae0b37_raw.jpg,3.3,3.44,,1,0"
"Lāčplēsis Ekstra,""SIA Cido Grupa"",""Lager - Euro Pale"",5.4,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2015-11-08 21:56:00"",https://untappd.com/c/243522468,https://untappd.com/beer/403959,https://untappd.com/brewery/5892,Latvia,Riga,Vidzeme,,,Bottle,243522468,403959,5892,https://untappd.s3.amazonaws.com/photo/2015_11_08/ce706de6fcfbc83bd7de8dc82926d71f_raw.jpg,2.88,2.94,,2,0"
"Samson Dark / Tmavý ležák 12,""Samson (Budějovický měšťanský pivovar)"",""Lager - Dark"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2015-11-09 22:14:57"",https://untappd.com/c/243804348,https://untappd.com/beer/166546,https://untappd.com/brewery/3667,""Czech Republic"",""České Budějovice"",,,,Bottle,243804348,166546,3667,https://untappd.s3.amazonaws.com/photo/2015_11_09/03eceb88af7f33cf97f048a08d3e4b2a_raw.jpg,3.25,3.35,,0,0"
"Zbiten Baykalsky (Збитень Байкальский),""Dvinsky Brovar (Двинский Бровар)"",""Mead - Other"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.25,""2015-11-12 21:57:42"",https://untappd.com/c/244446464,https://untappd.com/beer/637425,https://untappd.com/brewery/55466,Belarus,Vitebsk,""Витебская область"",,,Bottle,244446464,637425,55466,https://untappd.s3.amazonaws.com/photo/2015_11_12/d245d925ccd0fcd9678787502e9c62d1_raw.jpg,3.23,3.43,,1,0"
"Chernigivske Bila Nich (Чернігівське Біла Ніч),""AB InBev Efes Ukraine"",Dunkelweizen,4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.5,""2015-11-14 21:23:59"",https://untappd.com/c/245221659,https://untappd.com/beer/17431,https://untappd.com/brewery/4704,Ukraine,Kyiv,Київ,,,Bottle,245221659,17431,4704,https://untappd.s3.amazonaws.com/photo/2015_11_14/ea42a2cbd3920c0b9afc0c0e89a53ac3_raw.jpg,3.31,3.35,,1,0"
"Бочкове (Bochkove),""Перша Приватна Броварня (Persha Pryvatna Brovarnya)"",""Lager - Euro Pale"",4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2015-11-16 22:20:49"",https://untappd.com/c/246090874,https://untappd.com/beer/223572,https://untappd.com/brewery/4701,Ukraine,Lviv,,,,Bottle,246090874,223572,4701,https://untappd.s3.amazonaws.com/photo/2015_11_16/536bbe678c1f38935755f258cacddbb3_raw.jpg,2.83,2.98,,0,0"
"Квас Бочковой,""Deka (Дека)"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2015-11-18 19:51:14"",https://untappd.com/c/246449897,https://untappd.com/beer/1266217,https://untappd.com/brewery/66008,Russia,""Veliky Novgorod"",""Новгородская область"",,,Bottle,246449897,1266217,66008,,2.47,3.56,,0,0"
"Dub i Obruch Bochkovoe (Дуб и Обруч Бочковое),""Zavod Trehsosensky (Завод Трехсосенский)"",""Lager - Pale"",4.9,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.75,""2015-11-19 22:34:21"",https://untappd.com/c/246693636,https://untappd.com/beer/504167,https://untappd.com/brewery/37085,Russia,Dimitrovgrad,""Ульяновская область"",,,Bottle,246693636,504167,37085,https://untappd.s3.amazonaws.com/photo/2015_11_19/3dacaf9ee56e27d62e559e2232b8ad38_raw.jpg,2.7,2.86,,0,0"
"Latgale Tumšais,""Latgales Alus"",""Porter - Other"",5.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2015-11-21 22:49:07"",https://untappd.com/c/247508264,https://untappd.com/beer/928450,https://untappd.com/brewery/5891,Latvia,Daugavpils,Latgale,,,Bottle,247508264,928450,5891,https://untappd.s3.amazonaws.com/photo/2015_11_21/4f6ee1ce41abd9dcbda7a7f1160b21d5_raw.jpg,3.37,3.45,,0,0"
"Dinaburg,""Latgales Alus"",""Pilsner - Other"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2015-11-23 22:05:17"",https://untappd.com/c/248325696,https://untappd.com/beer/507508,https://untappd.com/brewery/5891,Latvia,Daugavpils,Latgale,,,Bottle,248325696,507508,5891,https://untappd.s3.amazonaws.com/photo/2015_11_23/b1546c002e53b217ccbedbf92f6e2505_raw.jpg,3.06,3.24,,0,0"
"Paulaner Original Münchner Hell / Premium Lager / Munich Lager,""Paulaner Brauerei"",""Lager - Helles"",4.9,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2015-11-26 21:29:44"",https://untappd.com/c/249178003,https://untappd.com/beer/3235,https://untappd.com/brewery/972,Germany,Munich,Bayern,,,Bottle,249178003,3235,972,https://untappd.s3.amazonaws.com/photo/2015_11_26/dfb04a45436667b42b816003e30001aa_raw.jpg,3.43,3.43,,0,0"
"Hermann Müller,""Van Pur"",""Lager - Euro Pale"",4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2015-12-04 22:28:50"",https://untappd.com/c/251887095,https://untappd.com/beer/616265,https://untappd.com/brewery/3346,Poland,Rakszawa,""województwo podkarpackie"",,,Can,251887095,616265,3346,https://untappd.s3.amazonaws.com/photo/2015_12_04/0496a41b2dc9864cacd9a30fa8f26fcb_raw.jpg,2.4,2.61,,0,0"
"Kvas,""Krinitsa (Криница)"",Kvass,0.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2015-12-06 16:58:13"",https://untappd.com/c/252872579,https://untappd.com/beer/1274836,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,,Bottle,252872579,1274836,5860,,3.03,3.6,,0,0"
"Jim Beer,""Lidskoe Pivo (Лидское Пиво)"",""Smoked Beer"",5.1,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2015-12-06 22:28:55"",https://untappd.com/c/252951943,https://untappd.com/beer/1329714,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,,Bottle,252951943,1329714,33625,https://untappd.s3.amazonaws.com/photo/2015_12_06/79228632b0e23b0bf17e3a076beac15e_raw.jpg,2.32,2.82,,0,0"
"Australian Bitter,""Lidskoe Pivo (Лидское Пиво)"",""Pilsner - Other"",4.4,41,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2015-12-08 21:41:21"",https://untappd.com/c/253413459,https://untappd.com/beer/1161063,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,,Bottle,253413459,1161063,33625,https://untappd.s3.amazonaws.com/photo/2015_12_08/28f8c2826e5326022f7b315becebb9bf_raw.jpg,3.68,3.68,,0,0"
"Чорне (Chorne),""Перша Приватна Броварня (Persha Pryvatna Brovarnya)"",Schwarzbier,7,14,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2015-12-10 23:05:07"",https://untappd.com/c/253876507,https://untappd.com/beer/17433,https://untappd.com/brewery/4701,Ukraine,Lviv,,,,Bottle,253876507,17433,4701,https://untappd.s3.amazonaws.com/photo/2015_12_10/f469954e5428663def2b3a733a32b6ba_raw.jpg,3.34,3.4,,0,0"
"Bitburger Premium Pils,""Bitburger Braugruppe"",""Pilsner - German"",4.8,38,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2015-12-12 22:09:20"",https://untappd.com/c/254656933,https://untappd.com/beer/17252,https://untappd.com/brewery/131,Germany,Bitburg,Rheinland-Pfalz,,,Bottle,254656933,17252,131,https://untappd.s3.amazonaws.com/photo/2015_12_12/f60250eb5b2a8106a794868a0bc495b3_raw.jpg,3.19,3.19,,0,0"
"Heineken,Heineken,""Lager - Euro Pale"",5,19,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2015-12-12 22:49:13"",https://untappd.com/c/254682341,https://untappd.com/beer/5860,https://untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,,,Bottle,254682341,5860,1400,https://untappd.s3.amazonaws.com/photo/2015_12_12/dff4d75d52038e12eb31b4ca5494dcae_raw.jpg,2.92,2.92,,0,0"
"Sibirskaya Korona Zolotistoe (Сибирская Корона Золотистое),""AB InBev Efes"",""Lager - Pale"",4.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2015-12-14 21:55:28"",https://untappd.com/c/255501528,https://untappd.com/beer/206043,https://untappd.com/brewery/37025,Russia,Moscow,Москва,,,Bottle,255501528,206043,37025,https://untappd.s3.amazonaws.com/photo/2015_12_14/8a2e060018b9862f2d2fad65e18f1f27_raw.jpg,2.62,3.14,,0,0"
"Stará Pivnice Svetle,""Krinitsa (Криница)"",""Pilsner - Czech"",5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2015-12-16 21:48:15"",https://untappd.com/c/255910449,https://untappd.com/beer/335030,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,,Bottle,255910449,335030,5860,https://untappd.s3.amazonaws.com/photo/2015_12_16/22991a7a3e91d29978e574a70c7ff621_raw.jpg,2.99,3.24,,0,0"
