beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Imperial Rye Porter Aged In Jack Daniels Barrels Batch #2,""Salden's Brewery"",""Porter - Imperial / Double"",11.2,40,""Походу скисло, без оценки"",Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,,""2019-06-01 21:50:23"",https://untappd.com/c/757565368,https://untappd.com/beer/3090864,https://untappd.com/brewery/95242,Russia,Tula,""Тульская область"",,""Магазин-бар пива «Zauglom»"",Can,757565368,3090864,95242,https://untappd.s3.amazonaws.com/photos/2019_06_01/649e5da9b6debd8731d10441065f2161_raw.jpg,3.53,3.6,,2,0"
"Zhigulevskoe (Жигулевское),""Afanasy (Афанасий)"",""Lager - Pale"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2019-06-01 22:27:11"",https://untappd.com/c/757609131,https://untappd.com/beer/387229,https://untappd.com/brewery/10498,Russia,Tver',""Тверская область"",,Алми,Bottle,757609131,387229,10498,https://untappd.s3.amazonaws.com/photos/2019_06_01/e7a166c6ca5957968fbe54f766527761_raw.jpg,2.44,2.96,,3,0"
"Квас хатнi з парэчкай I мятай,""Бобруйский бровар"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-06-03 20:05:23"",https://untappd.com/c/758577136,https://untappd.com/beer/3227712,https://untappd.com/brewery/28932,Belarus,Babruysk,""Могилёвская область"",,Алми,Bottle,758577136,3227712,28932,https://untappd.s3.amazonaws.com/photos/2019_06_03/9ef8cfb7a1e76363cefbb260e2a83be4_raw.jpg,3.34,3.57,,4,0"
"IPA v.2,""Wolf's Brewery (Волковская Пивоварня)"",""IPA - Session / India Session Ale"",5.9,55,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-06-03 22:27:26"",https://untappd.com/c/758610438,https://untappd.com/beer/1397584,https://untappd.com/brewery/179243,Russia,Moscow,Москва,,Радзивиловский,Bottle,758610438,1397584,179243,https://untappd.s3.amazonaws.com/photos/2019_06_03/6de45e1a3af52017c54035f90757001a_raw.jpg,3.35,3.36,,4,0"
"Tauras Ekstra,""Kalnapilis Brewery"",""Lager - Pale"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2019-06-05 23:20:55"",https://untappd.com/c/759139454,https://untappd.com/beer/230993,https://untappd.com/brewery/13967,Lithuania,Panevezys,""Panevėžio apskritis"",,ГИППО,Can,759139454,230993,13967,https://untappd.s3.amazonaws.com/photos/2019_06_05/ff7bc1a30242a7a6bcd8e562ada2bc39_raw.jpg,2.85,3.13,,3,0"
"Kozel Non-Alcoholic,""Plzeňský Prazdroj Slovensko"",""Non-Alcoholic Beer"",0.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,1.5,""2019-06-06 22:47:46"",https://untappd.com/c/759448545,https://untappd.com/beer/3195135,https://untappd.com/brewery/83305,Slovakia,""Veľký Šariš"",,,Алми,Can,759448545,3195135,83305,https://untappd.s3.amazonaws.com/photos/2019_06_06/ff2bf408238d2ec0c780984b39226d57_raw.jpg,2.23,2.69,,4,0"
"APA Vic Secret & Galaxy,""Wolf's Brewery (Волковская Пивоварня)"",""Pale Ale - American"",5.5,27,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2019-06-07 23:02:42"",https://untappd.com/c/759911395,https://untappd.com/beer/1707304,https://untappd.com/brewery/179243,Russia,Moscow,Москва,,СОСЕДИ,Bottle,759911395,1707304,179243,https://untappd.s3.amazonaws.com/photos/2019_06_07/bc589339502648544bc36b32bb1d09ea_raw.jpg,3.49,3.51,,6,0"
"Karol Jan Hello Honey,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Lager - Euro Dark"",3.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2019-06-09 21:39:38"",https://untappd.com/c/761291469,https://untappd.com/beer/3223426,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Е-Сити,Bottle,761291469,3223426,5861,https://untappd.s3.amazonaws.com/photos/2019_06_09/9f0694e5cbd48c9357ba6dd636389791_raw.jpg,2.94,3.14,,1,0"
"Black Magic,""AF Brew"",""Porter - American"",5.8,41,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-06-11 22:38:30"",https://untappd.com/c/761948272,https://untappd.com/beer/463804,https://untappd.com/brewery/38368,Russia,""Saint Petersburg"",Санкт-Петербург,,""Магазин-бар пива «Zauglom»"",Bottle,761948272,463804,38368,https://untappd.s3.amazonaws.com/photos/2019_06_11/b171b684cb5668784b67373c8a49a128_raw.jpg,3.74,3.73,,4,0"
"Greene King IPA,""Greene King"",""IPA - English"",3.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-06-14 22:58:38"",https://untappd.com/c/762999683,https://untappd.com/beer/6716,https://untappd.com/brewery/612,England,""Bury St Edmunds"",Suffolk,,""ТЦ «Корона»"",Bottle,762999683,6716,612,https://untappd.s3.amazonaws.com/photos/2019_06_14/742f3cdd5206ff551b66fcf4c7d5f496_raw.jpg,2.83,2.83,,2,0"
"DAB Wheat Beer,""Dortmunder Actien-Brauerei"",Hefeweizen,4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-06-17 22:34:58"",https://untappd.com/c/764802193,https://untappd.com/beer/1780087,https://untappd.com/brewery/4129,Germany,Dortmund,Nordrhein-Westfalen,,""ТЦ «Корона»"",Can,764802193,1780087,4129,https://untappd.s3.amazonaws.com/photos/2019_06_17/6a549a8f357867bbcc13609817ffee41_raw.jpg,3.23,3.31,,3,0"
"Pacific Ale,""Stone & Wood"",""Pale Ale - Australian"",4.4,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2019-06-19 22:26:26"",https://untappd.com/c/765354129,https://untappd.com/beer/626326,https://untappd.com/brewery/2555,Australia,""Byron Bay"",""New South Wales"",,,Bottle,765354129,626326,2555,https://untappd.s3.amazonaws.com/photos/2019_06_19/396f6834f213525f6f01128c897b33c5_raw.jpg,3.67,3.67,,4,0"
"Estrella Damm Inedit,""Grupo Damm"",Witbier,4.8,18,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-06-20 20:58:48"",https://untappd.com/c/765663084,https://untappd.com/beer/7233,https://untappd.com/brewery/1087,Spain,Barcelona,Catalunya,,Green,Bottle,765663084,7233,1087,https://untappd.s3.amazonaws.com/photos/2019_06_20/fc435bdf0a98efb5b538f6cceca1d882_raw.jpg,3.5,3.51,,1,0"
"Пивная карта. APA,""Krinitsa (Криница)"",""Pale Ale - International"",5,46,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2019-06-20 21:35:29"",https://untappd.com/c/765678820,https://untappd.com/beer/1694501,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Е-Сити,Bottle,765678820,1694501,5860,https://untappd.s3.amazonaws.com/photos/2019_06_20/53054b3e73007b31fb13b2e15b9fb515_raw.jpg,3.27,3.33,,2,0"
"51st State IPA,""O'Hara's Brewery "",""IPA - New England"",6,40,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-06-21 22:10:19"",https://untappd.com/c/766177013,https://untappd.com/beer/1998488,https://untappd.com/brewery/342,Ireland,Bagenalstown,Leinster,,""Бавария на Бурдейного"",Bottle,766177013,1998488,342,https://untappd.s3.amazonaws.com/photos/2019_06_21/5843261802963ef06b5e4cac890fbdbb_raw.jpg,3.52,3.52,,2,0"
"Krinitsa Pilsner,""Krinitsa (Криница)"",""Pilsner - Czech"",4.4,12,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.5,""2019-06-21 23:30:24"",https://untappd.com/c/766243112,https://untappd.com/beer/3258822,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Рублёвский,Bottle,766243112,3258822,5860,https://untappd.s3.amazonaws.com/photos/2019_06_21/747ecb535b9e5b81829100807b09798a_raw.jpg,2.54,3.15,,4,0"
"Karol Jan Blonde,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Lager - Euro Pale"",5.9,16,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-06-22 22:51:41"",https://untappd.com/c/766970358,https://untappd.com/beer/2008520,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Е-Сити,Bottle,766970358,2008520,5861,https://untappd.s3.amazonaws.com/photos/2019_06_22/6f67af88255eecb7e92980a47b42aea4_raw.jpg,2.9,3.03,,3,0"
"5,0 Original Pils,""Brauerei Mönchengladbach"",""Pilsner - German"",5,11,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-06-23 21:15:08"",https://untappd.com/c/767589171,https://untappd.com/beer/24523,https://untappd.com/brewery/203614,Germany,""41066 Mönchengladbach"",,,Радзивиловский,Can,767589171,24523,203614,https://untappd.s3.amazonaws.com/photos/2019_06_23/79557b43a4c3dcf4d807ad03019f8b3e_raw.jpg,2.78,2.8,,4,0"
"Good Morning,""Hophead Brewery"",""Stout - Imperial / Double"",11,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2019-06-23 23:59:33"",https://untappd.com/c/767706715,https://untappd.com/beer/1631311,https://untappd.com/brewery/213332,Russia,""Saint Petersburg"",Санкт-Петербург,,""Магазин-бар пива «Zauglom»"",Can,767706715,1631311,213332,https://untappd.s3.amazonaws.com/photos/2019_06_23/ec105c588f460737158cc9c4c422b604_raw.jpg,3.75,3.72,,5,0"
"Munich Dunkel Lager,BIERBANK,""Lager - Munich Dunkel"",4.2,18,""К сожалению скисло, без оценки."",Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,,""2019-06-25 22:17:59"",https://untappd.com/c/768255551,https://untappd.com/beer/2854086,https://untappd.com/brewery/28890,Belarus,Минск,,,Green,Bottle,768255551,2854086,28890,https://untappd.s3.amazonaws.com/photos/2019_06_25/773aac996faea3d6419a8aed5e07a038_raw.jpg,3.1,3.55,,1,0"
"SUPER 8 Blanche,""Brouwerij Haacht Brasserie"",Witbier,5.1,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-06-25 22:50:57"",https://untappd.com/c/768267350,https://untappd.com/beer/1994344,https://untappd.com/brewery/3426,Belgium,Boortmeerbeek,""Vlaams Brabant"",,Green,Bottle,768267350,1994344,3426,https://untappd.s3.amazonaws.com/photos/2019_06_25/719107e02da25e79da03ec7811fabaf3_raw.jpg,3.33,3.34,,2,0"
"Hula Hop,AleBrowar,""IPA - White"",5.2,50,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2019-06-28 22:14:13"",https://untappd.com/c/769349623,https://untappd.com/beer/2125095,https://untappd.com/brewery/33167,Poland,Lębork,""województwo pomorskie"",,Green,Bottle,769349623,2125095,33167,https://untappd.s3.amazonaws.com/photos/2019_06_28/1b0ddf6f8bc5b76aa88c06b1cfce5c59_raw.jpg,3.63,3.63,,0,0"
"Native American,""Trzech Kumpli"",""IPA - American"",6.5,60,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2019-06-30 22:54:18"",https://untappd.com/c/770798562,https://untappd.com/beer/945970,https://untappd.com/brewery/150195,Poland,Tarnów,""województwo małopolskie"",,Green,Bottle,770798562,945970,150195,https://untappd.s3.amazonaws.com/photos/2019_06_30/cbc60b86816e8e791db44170f3c93ba6_raw.jpg,3.65,3.65,,2,0"
"Pils,""Trzech Kumpli"",""Pilsner - Czech"",4.4,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2019-07-02 23:07:34"",https://untappd.com/c/771444844,https://untappd.com/beer/1948875,https://untappd.com/brewery/150195,Poland,Tarnów,""województwo małopolskie"",,Green,Bottle,771444844,1948875,150195,https://untappd.s3.amazonaws.com/photos/2019_07_02/c9ccc5cd94b194a5b208472e2dcc8863_raw.jpg,3.47,3.51,,3,0"
"Kvass Starazhytny (Квас Старажытны),""Krinitsa (Криница)"",Kvass,0.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-07-04 21:42:38"",https://untappd.com/c/772251210,https://untappd.com/beer/473056,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Е-Сити,,772251210,473056,5860,https://untappd.s3.amazonaws.com/photos/2019_07_04/ef93ddf108deaf92b15bd57624ba4a84_raw.jpg,3.04,3.42,,1,0"
"Miller Genuine Draft,""Miller Brewing Company"",""Lager - American"",4.66,12,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2.75,""2019-07-05 23:14:40"",https://untappd.com/c/772931321,https://untappd.com/beer/3779,https://untappd.com/brewery/863,""United States"",Milwaukee,WI,,Е-Сити,Can,772931321,3779,863,https://untappd.s3.amazonaws.com/photos/2019_07_05/18706765bc8eaefebf8fc4acf7ecfcb7_raw.jpg,2.51,2.52,,1,0"
"Misty,""Trzech Kumpli"",""IPA - New England"",5.5,40,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-07-07 23:03:57"",https://untappd.com/c/774308207,https://untappd.com/beer/1914886,https://untappd.com/brewery/150195,Poland,Tarnów,""województwo małopolskie"",,Green,Bottle,774308207,1914886,150195,https://untappd.s3.amazonaws.com/photos/2019_07_07/56c5afbe793dc617a130b50032ba8af8_raw.jpg,3.82,3.81,,2,0"
"American Beauty,""Trzech Kumpli"",""Blonde Ale"",5,25,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-07-09 23:24:00"",https://untappd.com/c/774911091,https://untappd.com/beer/1354536,https://untappd.com/brewery/150195,Poland,Tarnów,""województwo małopolskie"",,Green,Bottle,774911091,1354536,150195,https://untappd.s3.amazonaws.com/photos/2019_07_09/c264af701da4a4d91a6a0466741a1bf0_raw.jpg,3.61,3.61,,3,0"
"5,0 Original Craft Beer,""Brauerei Mönchengladbach"",""Lager - Euro Pale"",5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-07-12 21:17:50"",https://untappd.com/c/775946063,https://untappd.com/beer/2287802,https://untappd.com/brewery/203614,Germany,""41066 Mönchengladbach"",,,Green,Can,775946063,2287802,203614,https://untappd.s3.amazonaws.com/photos/2019_07_12/6809ac593df15490a4c8b7ecdda9ee14_raw.jpg,2.7,2.89,,3,0"
"Highs And Lows,""AF Brew"",""IPA - American"",6.7,50,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-07-13 00:45:03"",https://untappd.com/c/776109378,https://untappd.com/beer/3027684,https://untappd.com/brewery/38368,Russia,""Saint Petersburg"",Санкт-Петербург,,Green,Bottle,776109378,3027684,38368,https://untappd.s3.amazonaws.com/photos/2019_07_12/a3b461e561f05ba064ca5429815d510b_raw.jpg,3.82,3.81,,3,0"
"5,0 Original Weizen / Weiss,""Brauerei Mönchengladbach"",Hefeweizen,5,15,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-07-13 21:41:57"",https://untappd.com/c/776668846,https://untappd.com/beer/154229,https://untappd.com/brewery/203614,Germany,""41066 Mönchengladbach"",,,Green,Can,776668846,154229,203614,https://untappd.s3.amazonaws.com/photos/2019_07_13/d358c739db5775316572e75c84f4d833_raw.jpg,2.92,2.97,,3,0"
"Pearl Jet,""Marston's Brewery"",""Stout - Oyster"",4.1,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-07-13 23:06:01"",https://untappd.com/c/776767791,https://untappd.com/beer/10166,https://untappd.com/brewery/1517,England,Burton-on-Trent,Staffordshire,,Green,Bottle,776767791,10166,1517,https://untappd.s3.amazonaws.com/photos/2019_07_13/9ac88d6174a976b7688ed6138b5eca91_raw.jpg,3.43,3.44,,4,0"
"Pierapłut,""TRYE Beer"",""Farmhouse Ale - Saison"",6.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-07-15 23:18:49"",https://untappd.com/c/777791953,https://untappd.com/beer/3243760,https://untappd.com/brewery/248415,Belarus,""Новое Поле"",""Минская область"",,Green,Bottle,777791953,3243760,248415,https://untappd.s3.amazonaws.com/photos/2019_07_15/2369debdcbd6b4b779cb868cbb73fbec_raw.jpg,3.38,3.56,,3,0"
"Charger Scottish Lager,""Tennent's Caledonian Brewery"",""Lager - Euro Pale"",5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-07-17 22:57:03"",https://untappd.com/c/778401705,https://untappd.com/beer/702495,https://untappd.com/brewery/1814,Scotland,Glasgow,""Glasgow City"",,Green,Can,778401705,702495,1814,https://untappd.s3.amazonaws.com/photos/2019_07_17/eef2240c8b805a4fc8f90c9669d239cc_raw.jpg,2.65,2.96,,3,0"
"5,0 Original Lager,""Brauerei Mönchengladbach"",""Lager - Euro Pale"",5.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-07-18 21:27:11"",https://untappd.com/c/778721147,https://untappd.com/beer/1937673,https://untappd.com/brewery/203614,Germany,""41066 Mönchengladbach"",,,Алми,Can,778721147,1937673,203614,https://untappd.s3.amazonaws.com/photos/2019_07_18/a1205a1c42b3debcf4c4ab5b8dccc8d2_raw.jpg,2.81,3.05,,3,0"
"APA El Dorado & Centennial,""Wolf's Brewery (Волковская Пивоварня)"",""Pale Ale - American"",5.5,27,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2019-07-18 23:24:57"",https://untappd.com/c/778780878,https://untappd.com/beer/3099438,https://untappd.com/brewery/179243,Russia,Moscow,Москва,,СОСЕДИ,Bottle,778780878,3099438,179243,https://untappd.s3.amazonaws.com/photos/2019_07_18/1d9990a613c5ba8fafd363b00295fc66_raw.jpg,3.5,3.53,,5,0"
"Amber,""Robim Good Brewery"",""Lager - Amber"",4.8,9,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-07-19 21:22:14"",https://untappd.com/c/779171005,https://untappd.com/beer/3252907,https://untappd.com/brewery/427299,Belarus,,,,Пивопей,Draft,779171005,3252907,427299,https://untappd.s3.amazonaws.com/photos/2019_07_19/3213001ed571d476e6e1e71a600f9239_raw.jpg,3.32,3.56,,2,0"
"Holiday,""Robim Good Brewery"",Hefeweizen,4.6,5,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2019-07-19 23:19:27"",https://untappd.com/c/779262801,https://untappd.com/beer/3238588,https://untappd.com/brewery/427299,Belarus,,,,Пивопей,Draft,779262801,3238588,427299,https://untappd.s3.amazonaws.com/photos/2019_07_19/693c7dde00877e6d927800c20c1d995f_raw.jpg,3.7,3.68,,3,0"
"Port Artur (Порт Артур),""Wolf's Brewery (Волковская Пивоварня)"",""Porter - Other"",6.5,30,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2019-07-22 00:16:19"",https://untappd.com/c/780702577,https://untappd.com/beer/1299790,https://untappd.com/brewery/179243,Russia,Moscow,Москва,,Радзивиловский,Bottle,780702577,1299790,179243,https://untappd.s3.amazonaws.com/photos/2019_07_21/b299aab59de5da841da2f29298b21a95_raw.jpg,3.28,3.3,,5,0"
"Moravske Medved,""Gambrinus (Гамбринус)"",""Lager - Euro Pale"",5.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-07-23 22:41:31"",https://untappd.com/c/781305691,https://untappd.com/beer/1530144,https://untappd.com/brewery/42009,Russia,Izhevsk,Удмуртия,,Алми,Bottle,781305691,1530144,42009,https://untappd.s3.amazonaws.com/photos/2019_07_23/0019eb8fe58802200626373d42014c4c_raw.jpg,2.59,3.44,,2,0"
"St. Bernardus Wit,""Brouwerij St. Bernardus"",Witbier,5.5,10,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2019-07-26 23:14:05"",https://untappd.com/c/782546412,https://untappd.com/beer/4700,https://untappd.com/brewery/296,Belgium,Watou,Vlaanderen,,Green,Bottle,782546412,4700,296,https://untappd.s3.amazonaws.com/photos/2019_07_26/da9f93f5bfd3a2c59548776fa24b44f1_raw.jpg,3.62,3.62,,4,0"
"Pomme Royal Cherry Cider (Вишневый),""Vezha (Вежа)"",""Cider - Other Fruit"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2019-07-28 23:19:05"",https://untappd.com/c/783975146,https://untappd.com/beer/1336423,https://untappd.com/brewery/91581,Belarus,Shumilino,,,Е-Сити,Bottle,783975146,1336423,91581,https://untappd.s3.amazonaws.com/photos/2019_07_28/8795b1da78466b596a22279346a3b76a_raw.jpg,3.27,3.46,,2,0"
"Квас Бочковой Классический,""Afanasy (Афанасий)"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-07-29 20:34:13"",https://untappd.com/c/784264982,https://untappd.com/beer/1165703,https://untappd.com/brewery/10498,Russia,Tver',""Тверская область"",,Алми,Bottle,784264982,1165703,10498,https://untappd.s3.amazonaws.com/photos/2019_07_29/0fcb91da9760bdbe01fc0850328ca0f0_raw.jpg,2.95,3.51,,2,0"
"Cheshsky Svatek Svetloe (Чешский Сватек Светлое),""Gambrinus (Гамбринус)"",""Lager - American"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2019-07-30 22:07:57"",https://untappd.com/c/784589755,https://untappd.com/beer/1010100,https://untappd.com/brewery/42009,Russia,Izhevsk,Удмуртия,,Алми,Bottle,784589755,1010100,42009,https://untappd.s3.amazonaws.com/photos/2019_07_30/e3be8e6d9bb6a44dad063f0538b373b6_raw.jpg,2.49,3.3,,2,0"
"Maisel & Friends - Weizen IPA f.n.a. ""Citrilla"",""Brauerei Gebr. Maisel"",""IPA - White"",6,37,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.25,""2019-08-01 20:26:45"",https://untappd.com/c/785242225,https://untappd.com/beer/1460467,https://untappd.com/brewery/209,Germany,Bayreuth,Bayern,,""Евроопт Super"",Bottle,785242225,1460467,209,,3.48,3.48,,3,0"
"Brūža Nefiltrētais,""Cēsu Alus"",""Kellerbier / Zwickelbier"",5.4,0,,""Bella Center Hotel"",Rīga,""Rīga galvaspilsēta"",Latvija,56.9694,24.1051,3.75,""2019-08-02 23:10:06"",https://untappd.com/c/785855720,https://untappd.com/beer/984670,https://untappd.com/brewery/5888,Latvia,,Cēsis,""malty,yeasty"",""Maxima X"",Bottle,785855720,984670,5888,https://untappd.s3.amazonaws.com/photos/2019_08_02/6d6f90b28b18caa2be2826d9b463f782_raw.jpg,3.04,3.09,,3,0"
"Heineken 0.0,Heineken,""Non-Alcoholic Beer"",0,0,,""Lido Vērmanītis"",Rīga,Riga,Latvija,56.9528,24.1199,3.5,""2019-08-03 16:12:41"",https://untappd.com/c/786292034,https://untappd.com/beer/1977303,https://untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,,""Lido Vērmanītis"",Bottle,786292034,1977303,1400,https://untappd.s3.amazonaws.com/photos/2019_08_03/f9bc2ca296bcec27d5b6fed1f11907ef_raw.jpg,2.29,2.3,,2,0"
"Mozaīka,Kokmuiza,""Pale Ale - American"",5.8,36,,""Bella Center Hotel"",Rīga,""Rīga galvaspilsēta"",Latvija,56.9694,24.1051,4.5,""2019-08-03 21:38:08"",https://untappd.com/c/786508424,https://untappd.com/beer/2515808,https://untappd.com/brewery/225887,Latvia,Kocēni,Vidzeme,,""Rimi Hipermārkets [Brieža]"",Bottle,786508424,2515808,225887,https://untappd.s3.amazonaws.com/photos/2019_08_03/66d4b4b93376a7bb878b7959b6e55f19_raw.jpg,3.42,3.5,,3,0"
"Originalais Kvass,""Piebalgas Alus"",Kvass,0,0,,""Lido Vērmanītis"",Rīga,Riga,Latvija,56.9528,24.1199,3.5,""2019-08-04 14:46:44"",https://untappd.com/c/787052703,https://untappd.com/beer/822099,https://untappd.com/brewery/8703,Latvia,,,,""Lido Vērmanītis"",Bottle,787052703,822099,8703,https://untappd.s3.amazonaws.com/photos/2019_08_04/57429d1a5e63b6cde7f328d2b6389e44_raw.jpg,2.59,3.36,,2,0"
"Soho Svitins (Soho Dandy),""Alus Darbnīca Labietis"",""English Bitter"",4.4,21,,""Man-Tess Boutique Hotel Riga"",Riga,""Rīgas novads"",Latvija,56.9484,24.112,3.25,""2019-08-04 22:35:31"",https://untappd.com/c/787254478,https://untappd.com/beer/443282,https://untappd.com/brewery/76935,Latvia,Riga,Vidzeme,,""Rimi """"Galerija Centrs"""""",Bottle,787254478,443282,76935,https://untappd.s3.amazonaws.com/photos/2019_08_04/d9e9ae8d61c5fa19fc9ae6db893b361b_raw.jpg,3.42,3.46,,2,0"
"Kviešu Alus,""SIA Valmiermuižas Alus"",Hefeweizen,5.5,12,,""Man-Tess Boutique Hotel Riga"",Riga,""Rīgas novads"",Latvija,56.9484,24.112,4,""2019-08-05 23:31:01"",https://untappd.com/c/787642132,https://untappd.com/beer/1022152,https://untappd.com/brewery/12561,Latvia,Valmiermuiža,Vidzeme,,""Rimi """"Galerija Centrs"""""",Bottle,787642132,1022152,12561,https://untappd.s3.amazonaws.com/photos/2019_08_05/370ad9f186b0cf4526ea766276296511_raw.jpg,3.29,3.35,,2,0"
"Kvass,Ulmanlaiku,Kvass,0.5,0,,""LIDO | Origo"",Rīga,Riga,Latvija,56.9471,24.1194,4,""2019-08-06 17:35:22"",https://untappd.com/c/787830328,https://untappd.com/beer/385740,https://untappd.com/brewery/68535,Latvia,,,,""LIDO | Origo"",Draft,787830328,385740,68535,https://untappd.s3.amazonaws.com/photos/2019_08_06/d9fcb9bdf121c1b393ce1f231ebf6f02_raw.jpg,2.24,2.98,,3,0"
"Mežpils Saules Eils,Aldaris,""Pale Ale - American"",5.7,40,,""Man-Tess Boutique Hotel Riga"",Riga,""Rīgas novads"",Latvija,56.9484,24.112,4.25,""2019-08-06 23:02:48"",https://untappd.com/c/787927986,https://untappd.com/beer/1900870,https://untappd.com/brewery/19,Latvia,Riga,Vidzeme,,""Rimi """"Galerija Centrs"""""",Bottle,787927986,1900870,19,https://untappd.s3.amazonaws.com/photos/2019_08_06/9719bae7d3b850b3141ba5a8202d0af2_raw.jpg,3.46,3.48,,4,0"
"Valmiermuiža Tumšais,""SIA Valmiermuižas Alus"",""Lager - Euro Dark"",5.8,0,,""Man-Tess Boutique Hotel Riga"",Riga,""Rīgas novads"",Latvija,56.9484,24.112,4,""2019-08-07 23:01:24"",https://untappd.com/c/788249223,https://untappd.com/beer/127170,https://untappd.com/brewery/12561,Latvia,Valmiermuiža,Vidzeme,,Alkomarket,Bottle,788249223,127170,12561,https://untappd.s3.amazonaws.com/photos/2019_08_07/503c9a48b769bcc04d28c5b22b331466_raw.jpg,3.31,3.33,,4,0"
"Ludger's Gold,""Spar Supermarkets"",""Pilsner - German"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2019-08-09 23:59:55"",https://untappd.com/c/789153310,https://untappd.com/beer/812181,https://untappd.com/brewery/75872,England,""Harrow on the Hill"",London,,Алми,Can,789153310,812181,75872,https://untappd.s3.amazonaws.com/photos/2019_08_09/50bb803a2e907956ebc74ed2ea21f605_raw.jpg,2.31,2.55,,2,0"
